,place_name,place_location,place_feature,place_star,operating_time
262,아쿠아플라넷제주 오션데크,제주특별자치도 서귀포시 성산읍 고성리 127-1,테마파크시설,,
263,렛츠런파크제주 매직포니,제주특별자치도 제주시 애월읍 유수암리,테마파크시설,,
264,헤이파크,제주특별자치도 제주시 구좌읍 동복리 산 1,테마파크,,
265,스위스스토어,제주특별자치도 제주시 조천읍 함와로 566-27 ,테마파크,3.0점,
266,휘닉스제주 불턱BBQ,제주특별자치도 서귀포시 성산읍 섭지코지로 107 ,테마파크시설,,
267,제주돌문화공원 돌하르방,제주특별자치도 제주시 조천읍 교래리 산 117,테마파크시설,,
268,롯데호텔제주 플레이토피아,제주특별자치도 서귀포시 중문관광로72번길 35 6층 ,테마파크시설,,
269,제주애견공원,제주특별자치도 제주시 애월읍 소길리 195,테마파크,,
270,제주도립미술관,제주특별자치도 제주시 1100로 2894-78 ,미술관,,
271,김영갑갤러리두모악,제주특별자치도 서귀포시 성산읍 삼달로 137 ,미술관,,09:30 ~ 18:00
272,이중섭미술관,제주특별자치도 서귀포시 이중섭로 27-3 ,미술관,,
273,제주현대미술관,제주특별자치도 제주시 한경면 저지14길 35 ,미술관,,
274,아르떼뮤지엄 제주,제주특별자치도 제주시 애월읍 어림비로 478 ,미술관,,10:00 ~ 20:00
275,산지천갤러리,제주특별자치도 제주시 중앙로3길 36 ,미술관,,
276,이룸갤러리,제주특별자치도 제주시 일주서로 7827-1 2층 ,미술관,,10:00 ~ 19:00
277,문화예술 공공수장고,제주특별자치도 제주시 한경면 저지리 2114-1,미술관,,
278,루나피크닉,제주특별자치도 서귀포시 안덕면 일주서로 1836 ,미술관,5.0점,09:00 ~ 18:30
279,갤러리2중선농원,제주특별자치도 제주시 영평길 269 ,미술관,5.0점,
280,사진말전문갤러리 마음빛그리미,제주특별자치도 서귀포시 남원읍 위미해안로 106 ,미술관,,09:00 ~ 20:00
281,제주현대미술관 분관,제주특별자치도 제주시 한경면 저지12길 100 ,미술관,4.5점,
282,조아가지구,제주특별자치도 서귀포시 성산읍 난산로41번길 39-2 ,미술관,5.0점,
283,화가박서보의집,제주특별자치도 제주시 한경면 저지14길 25 ,미술관,,
284,우산미술관,제주특별자치도 제주시 구좌읍 번영로 2172-80 ,미술관,,
285,문화공간제주아트,제주특별자치도 제주시 전농로 107 지하1층 ,미술관,,
286,에땅어린이미술관 제주정글센터,제주특별자치도 제주시 연삼로 127-15 에코그린빌7차 106동 지하1층 ,미술관,5.0점,
287,물미술관,제주특별자치도 서귀포시 안덕면 산록남로762번길 79 ,미술관,,
288,제주봄미술관,제주특별자치도 서귀포시 검은여로130번길 68-12 ,미술관,4.0점,
289,문화공간 양,제주특별자치도 제주시 거로남6길 13 ,미술관,,12:00 ~ 18:00
290,바람섬갤러리,제주특별자치도 서귀포시 남원읍 공천포로 25 ,미술관,2.4점,
291,유퉁의엉터리미술관,제주특별자치도 서귀포시 남원읍 태수로 711 ,미술관,,
292,서담 미술관,제주특별자치도 제주시 한경면 저지12길 102 ,미술관,5.0점,
293,전재현조천산방,제주특별자치도 제주시 조천읍 와흘상서1길 14-15 ,미술관,,
294,대왕 미술관,제주특별자치도 제주시 공설로5길 14 ,미술관,,
295,갤러리노리,제주특별자치도 제주시 한림읍 용금로 891 ,미술관,,11:00 ~ 18:00
296,갤러리소이,제주특별자치도 서귀포시 안덕면 산록남로 863 포도호텔 지하1층 ,미술관,5.0점,
297,갤러리 하샤마임,제주특별자치도 제주시 청풍남8길 12-2 ,미술관,,
298,예술공감,"제주특별자치도 제주시 관덕로 26 1, 2층 ",미술관,,10:00 ~ 22:00
299,리빙편집샵 오츠,제주특별자치도 제주시 조천읍 함덕리 72-12 B동 1층,미술관,,
300,제주러브랜드 백록미술관1관,제주특별자치도 제주시 연동 680-26,미술관,,09:00 ~ 24:00
301,자미진갤러리,제주특별자치도 제주시 간월동로 52 ,미술관,4.0점,09:30 ~ 18:00
302,갤러리데이지,제주특별자치도 제주시 한경면 저지12길 97-12 ,미술관,,
303,제주국제미술관,제주특별자치도 서귀포시 서호남로 65 2층 ,미술관,,
304,ICC제주갤러리,제주특별자치도 서귀포시 중문관광로 224 ,미술관,,
305,갤러리레브,제주특별자치도 서귀포시 칠십리로658번길 27-13 2층 ,미술관,,10:00 ~ 18:30
306,돌미술관,제주특별자치도 서귀포시 안덕면 산록남로762번길 79 ,미술관,,
307,석화갤러리,제주특별자치도 서귀포시 토평로50번길 9-14 ,미술관,,
308,갤러리여름,제주특별자치도 제주시 애월읍 광상로 333-11 ,미술관,,
309,바람미술관,제주특별자치도 서귀포시 안덕면 산록남로762번길 79 ,미술관,,
310,한일갤러리,제주특별자치도 제주시 신산로 103 ,미술관,,
311,99미술관,제주특별자치도 서귀포시 김정문화로27번길 9-1 10층 ,미술관,,
312,피움갤러리,제주특별자치도 제주시 한림읍 한림해안로 321 동덕여자대학교 제주연수원 1층 ,미술관,,
313,우도미술관,제주특별자치도 제주시 우도면 우도해안길 32-12 ,미술관,,
314,제주러브랜드 백록미술관2관,제주특별자치도 제주시 1100로 2894-72 ,미술관,,09:00 ~ 24:00
315,갤러리오늘,제주특별자치도 제주시 신대로18길 32 ,미술관,,
316,제주현대미술관 1평미술관,제주특별자치도 제주시 한경면 저지14길 35 ,미술관,,
317,수목원테마파크,제주특별자치도 제주시 은수길 69 ,"수목원,식물원",,09:00 ~ 19:00
318,이중섭미술관 주차장,제주특별자치도 서귀포시 서귀동 550,주차장,,
319,미술관옆동물농장,제주특별자치도 제주시 애월읍 평화로 2157 ,동물원,1.8점,09:00 ~ 18:00
320,성수미술관 제주특별점,제주특별자치도 제주시 구좌읍 해맞이해안로 1726 ,테마카페,,11:00 ~ 20:00
321,하도미술관,제주특별자치도 제주시 구좌읍 하도13길 25 ,카페,,11:00 ~ 21:00
322,김한미술관&카페3206,제주특별자치도 제주시 한림읍 한상로 115 ,커피전문점,,10:00 ~ 20:00
323,초계미술관,제주특별자치도 제주시 애월읍 애월해안로 872 ,갤러리카페,5.0점,
324,자연사랑 가시리전시장,제주특별자치도 서귀포시 표선면 가시로613번길 46 ,전시관,5.0점,10:00 ~ 18:00
325,이중섭미술관 창작스튜디오&공예공방,제주특별자치도 서귀포시 이중섭로 33 ,"미술,공예",,
326,바당미술관바당갤러리,제주특별자치도 서귀포시 대정읍 노을해안로 98 ,카페,,
327,제주옹기숨미술관,제주특별자치도 제주시 주르레길 55-19 ,"서비스,산업",,
328,현대미술관 공영 주차장,제주특별자치도 제주시 한경면 저지14길 35 ,공영주차장,,
329,제주도립미술관 주차장,제주특별자치도 제주시 1100로 2894-78 ,주차장,,
330,제주현대미술관 전기차충전소,제주특별자치도 제주시 한경면 저지리 2114-68 제주현대미술관 입구 주차장 D구역,전기자동차 충전소,5.0점,
331,라비미술관,제주특별자치도 제주시 구좌읍 월정중길 13 ,양식,,
332,제주도립미술관 전기차충전소,제주특별자치도 제주시 연동 680-7,전기자동차 충전소,,
333,김창열미술관 전기차충전소,제주특별자치도 제주시 한림읍 월림리 115-173 미술관앞 주차장,전기자동차 충전소,,
334,제주도립미술관 주차장2,제주특별자치도 제주시 1100로 2894-78 ,주차장,,
335,한라수목원,제주특별자치도 제주시 수목원길 72 ,"수목원,식물원",,09:00 ~ 21:00
336,여미지식물원,제주특별자치도 서귀포시 중문관광로 93 중문관광단지 내 ,"수목원,식물원",,09:00 ~ 18:00
337,카멜리아힐,제주특별자치도 서귀포시 안덕면 병악로 166 ,"수목원,식물원",,08:30 ~ 18:30
338,한림공원,제주특별자치도 제주시 한림읍 한림로 300 ,"수목원,식물원",,09:00 ~ 18:00
339,마노르블랑,제주특별자치도 서귀포시 안덕면 일주서로2100번길 46 1층 ,"수목원,식물원",,09:00 ~ 18:30
340,솔트리감성수목원,제주특별자치도 제주시 구좌읍 번영로 2063 ,"수목원,식물원",1.0점,(우천 시 임시휴장일 경우 있으니 전화확인요망)
341,무명동백수목원,제주특별자치도 서귀포시 남원읍 위미리 934-1,"수목원,식물원",,00:00 ~ 24:00
342,한라생태숲 수생식물원,제주특별자치도 제주시 516로 2596 ,"수목원,식물원",,
343,한림공원 야자수길,제주특별자치도 제주시 한림읍 한림로 300 ,"수목원,식물원",4.0점,
344,일출랜드 아열대식물원,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30 ,"수목원,식물원",,
345,한림공원 왕벚꽃동산,제주특별자치도 제주시 한림읍 한림로 300 ,"수목원,식물원",,
346,한림공원 제주석분재원,제주특별자치도 제주시 한림읍 한림로 300 ,"수목원,식물원",4.0점,
347,한라수목원 수생식물원,제주특별자치도 제주시 수목원길 72 ,"수목원,식물원",,
348,식물원,제주특별자치도 서귀포시 칠십리로 242 ,"수목원,식물원",,
349,공공디자인아트,제주특별자치도 제주시 수목원길 65-6 ,"수목원,식물원",,
350,한라 수목원 관목원,제주특별자치도 제주시 수목원길 72 ,"수목원,식물원",,
351,한라수목원 잔디광장,제주특별자치도 제주시 수목원길 72 ,"수목원,식물원",,
352,새별헤이요,제주특별자치도 제주시 애월읍 평화로 1529 ,"수목원,식물원",,
353,방림원 방림동산,제주특별자치도 제주시 한경면 용금로 864 ,"수목원,식물원",,
354,방림원 수생식물관,제주특별자치도 제주시 한경면 용금로 864 ,"수목원,식물원",,
355,방림원 백화동산,제주특별자치도 제주시 한경면 저지리 15-3,"수목원,식물원",,
356,한라수목원 희귀특산수종원,제주특별자치도 제주시 수목원길 72 ,"수목원,식물원",,
357,수목원길야시장,제주특별자치도 제주시 연동 1320-2,시장,,18:00 ~ 22:00
358,스누피가든,제주특별자치도 제주시 구좌읍 금백조로 916 2층 ,테마파크,,
359,수목원테마파크 아이스뮤지엄,제주특별자치도 제주시 은수길 69 ,박물관,,09:00 ~ 21:00
360,수목원삼계탕,제주특별자치도 제주시 연화로 57 ,삼계탕,,10:00 ~ 22:00
361,동백수목원 주차장,제주특별자치도 서귀포시 남원읍 위미리 931-1,주차장,,
362,한라수목원입구사거리,제주특별자치도 제주시 노형동,교차로,,
363,한라수목원 공영주차장,제주특별자치도 제주시 연동 998,공영주차장,,
364,수목원소아치과치과의원,제주특별자치도 제주시 수목원길 12 1층 ,치과,,14:00 ~ 18:30
365,제주동백수목원 제2주차장,제주특별자치도 서귀포시 남원읍 위미리 897-5,주차장,,
366,수목원집밥,제주특별자치도 제주시 삼무로 82 ,한정식,,08:00 ~ 21:00
367,수목원길,제주특별자치도 제주시 은수길 65 ,테마거리,,
368,상효원수목원 캠핑장,제주특별자치도 서귀포시 상효동 1562,"야영,캠핑장",,
369,수목원하늘그린,제주특별자치도 제주시 수목원길 30 ,"빌라,연립주택",,
370,수목원테마파크 수목원길,제주특별자치도 제주시 은수길 69 ,푸드코트,,18:00 ~ 22:00
371,수목원YJ빌딩,제주특별자치도 제주시 1100로 3178 ,"상가,아케이드",,
372,한라수목원 죽림원,제주특별자치도 제주시 수목원길 72 ,관광지관리운영,,
373,한라수목원 자연생태학습관,제주특별자치도 제주시 수목원길 72 ,관광지관리운영,,
374,한라수목원 온실,제주특별자치도 제주시 수목원길 72 ,관광지부속시설,,
375,수목원그린빌,제주특별자치도 제주시 은수길 7-1 ,"빌라,연립주택",,
376,한라수목원 화장실,제주특별자치도 제주시 연동 992,화장실,,
377,수목원,제주특별자치도 제주시 은수길 69 ,기업,,
378,상효원수목원 꽃의정원,제주특별자치도 서귀포시 상효동 1568,관광지부속시설,,
379,수목원길,제주특별자치도 제주시 연화남길 10 2동 1층 ,국수,,
380,한라수목원 장미원,제주특별자치도 제주시 수목원길 72 ,관광지관리운영,,
381,수목원안트레빌,제주특별자치도 제주시 수목원길 16-16 ,"빌라,연립주택",,
382,상효원수목원 카페테리아,제주특별자치도 서귀포시 상효동 산 28-2,카페,5.0점,
383,수목원룸,제주특별자치도 제주시 은남2길 28 ,"빌라,연립주택",,
384,수목원KH빌,제주특별자치도 제주시 은수길 7-12 ,"빌라,연립주택",,
385,상효원수목원 식물자연연구소,제주특별자치도 서귀포시 상효동 1566-1,연구소,,
386,수목원테마파크 전기차충전소,제주특별자치도 제주시 은수길 69 ,전기자동차 충전소,1.0점,
387,수목원빌딩,제주특별자치도 제주시 1100로 3136 ,빌딩,,
388,수목원 YJ빌딩 전기차충전소,제주특별자치도 제주시 노형동 103-5,전기자동차 충전소,,
389,수목원골프연습장,제주특별자치도 제주시 1100로 3114 ,스포츠시설,,
390,한라수목원 만목원,제주특별자치도 제주시 수목원길 72 ,관광지관리운영,,
391,한라수목원 도외수종원,제주특별자치도 제주시 수목원길 65-6 ,관광지관리운영,,
392,한라수목원 산림욕장,제주특별자치도 제주시 연동 산 62,관광지관리운영,,
393,한라수목원 초본원,제주특별자치도 제주시 수목원길 72 ,관광지관리운영,,
394,한라수목원 교목원,제주특별자치도 제주시 수목원길 72 ,관광지관리운영,,
395,한라수목원 관목원,제주특별자치도 제주시 연동 62,관광지관리운영,,
396,한라수목원(자연생태학습관) 전기차충전소,제주특별자치도 제주시 수목원길 72 ,전기자동차 충전소,3.0점,
397,한라수목원 약식용원,제주특별자치도 제주시 수목원길 72 ,관광지관리운영,,
398,한라수목원 난전시실,제주특별자치도 제주시 수목원길 72 ,관광지관리운영,,
399,한라 수목원 희귀특산수종원,제주특별자치도 제주시 수목원길 72 ,관광지관리운영,,
400,스누피가든,제주특별자치도 제주시 구좌읍 금백조로 916 2층 ,테마파크,,
401,에코랜드테마파크,제주특별자치도 제주시 조천읍 번영로 1278-169 ,테마파크,,09:00 ~ 17:30
402,9.81파크,제주특별자치도 제주시 애월읍 천덕로 880-24 ,테마파크,,09:00 ~ 18:00
403,윈드1947카트테마파크,제주특별자치도 서귀포시 토평공단로 78-27 ,테마파크,,10:00 ~ 18:30
404,뽀로로앤타요테마파크 제주,제주특별자치도 서귀포시 안덕면 병악로 269 ,테마파크,,10:00 ~ 18:00
405,다이나믹메이즈 제주도성읍점,제주특별자치도 서귀포시 표선면 번영로 2644 ,테마파크,,10:00 ~ 18:00
406,루나폴,제주특별자치도 서귀포시 안덕면 일주서로 1836 ,테마파크,,19:30 ~ 24:00
407,서프라이즈테마파크,제주특별자치도 제주시 조천읍 남조로 2243 ,테마파크,,09:00 ~ 23:00
408,신화테마파크,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98 ,테마파크,,10:00 ~ 20:00
409,제주코코몽에코파크,제주특별자치도 서귀포시 남원읍 태위로 536 ,테마파크,,10:00 ~ 18:00
410,제주 유리의성 (휴관중),제주특별자치도 제주시 한경면 녹차분재로 462 ,테마파크,,
411,바운스슈퍼파크 제주센터,제주특별자치도 제주시 연사6길 61 1층 ,테마파크,,10:00 ~ 19:00
412,액티브파크,제주특별자치도 제주시 한림읍 금능남로 76 ,테마파크,,09:30 ~ 18:00
413,퍼시픽리솜 마린스테이지,제주특별자치도 서귀포시 중문관광로 154-17 ,테마파크,,
414,제주공룡랜드 (휴업중),제주특별자치도 제주시 애월읍 광령평화2길 1 ,테마파크,,09:30 ~ 18:30
415,테디베어하우스 테지움 제주점,제주특별자치도 제주시 애월읍 평화로 2159 ,테마파크,,09:00 ~ 19:00
416,오늘은카트레이싱,제주특별자치도 서귀포시 표선면 중산간동로 4776 ,테마파크,,09:30 ~ 17:30
417,세리월드,제주특별자치도 서귀포시 법환상로2번길 97-17 ,테마파크,,
418,물의도시 베니스랜드,제주특별자치도 서귀포시 성산읍 서성일로 474 ,테마파크,,09:00 ~ 18:00
419,금능석물원,제주특별자치도 제주시 한림읍 한림로 176 ,테마파크,,08:30 ~ 18:00
420,제주센트럴파크,제주특별자치도 제주시 조천읍 비자림로 606 ,테마파크,,08:30 ~ 18:00
421,신화워터파크,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 ,워터테마파크,,12:00 ~ 20:00
422,성읍랜드,제주특별자치도 서귀포시 표선면 번영로 2650 ,테마파크,,09:30 ~ 18:00
423,산방산랜드,제주특별자치도 서귀포시 안덕면 사계리 117-2,테마파크,,09:00 ~ 19:00
424,훈데르트바서파크,제주특별자치도 제주시 우도면 우도해안길 32-12 ,테마파크,,09:30 ~ 18:00
425,노루생태관찰원,제주특별자치도 제주시 명림로 520 ,테마파크시설,3.5점,09:00 ~ 18:00
426,무비랜드왁스뮤지엄 제주,제주특별자치도 서귀포시 중문관광로 205 ,테마파크,,01:00 ~ 18:00
427,휘닉스제주 글라스하우스,제주특별자치도 서귀포시 성산읍 고성리 46,테마파크시설,,10:00 ~ 21:00
428,토이파크,제주특별자치도 서귀포시 안덕면 동광로 267-7 ,테마파크,,09:00 ~ 20:00
429,런닝맨 제주점,제주특별자치도 서귀포시 중문관광로 42 ,테마파크,,10:00 ~ 19:00
430,고스트타운,제주특별자치도 제주시 애월읍 부룡수길 35-14 ,테마파크,,10:00 ~ 22:00
431,포레스트사파리,제주특별자치도 제주시 조천읍 선교로 474-1 ,테마파크,,09:00 ~ 17:30
432,중문미로파크,제주특별자치도 서귀포시 일주서로 1225-5 ,테마파크,,
433,제주워터월드,제주특별자치도 서귀포시 월드컵로 33 ,워터테마파크,,
434,제주거울미로 이상한나라의 앨리스,제주특별자치도 서귀포시 안덕면 중산간서로 1881 ,테마파크,2.7점,09:00 ~ 19:00
435,히어로플레이파크 제주점,제주특별자치도 제주시 과원로 128 2층 ,테마파크,,10:30 ~ 20:00
436,가시리 조랑말체험장,제주특별자치도 서귀포시 표선면 가시리 산 54-2,테마파크,,
437,남원용암해수풀장,제주특별자치도 서귀포시 남원읍 남태해안로 140 ,워터테마파크,5.0점,11:00 ~ 17:00
438,세리월드 카트레이싱,제주특별자치도 서귀포시 법환동 881-2,테마파크시설,,
439,제주루지테마파크,제주특별자치도 서귀포시 안덕면 서광리 717-3,테마파크,,
440,무병장수테마파크,제주특별자치도 제주시 애월읍 어음13길 196 ,테마파크,,09:00 ~ 18:00
441,마린파크,제주특별자치도 서귀포시 안덕면 화순중앙로 132 ,테마파크,,09:30 ~ 18:30
442,금호리조트 제주아쿠아나,제주특별자치도 서귀포시 남원읍 태위로 522-12 ,워터테마파크,,
443,휘닉스제주섭지코지 바람의언덕,제주특별자치도 서귀포시 성산읍 고성리 48,테마파크시설,,
444,펀테마파크,제주특별자치도 제주시 조천읍 선교로 266-4 ,테마파크,,09:00 ~ 18:00
445,제주포크테마파크,제주특별자치도 제주시 애월읍 평화로 2119 ,테마파크,,
446,다이노대발이파크 (휴업중),제주특별자치도 서귀포시 남원읍 태위로 536 ,테마파크,3.6점,
447,남제주 나누리파크,제주특별자치도 서귀포시 안덕면 화순리 610,테마파크,5.0점,
448,고스트타운 고스트하우스,제주특별자치도 제주시 애월읍 부룡수길 35-14 ,테마파크시설,,
449,휘닉스제주섭지코지 해안산책로,제주특별자치도 서귀포시 성산읍 고성리 1,테마파크시설,,
450,제주러브랜드 도깨비광장,제주특별자치도 제주시 1100로 2894-72 ,테마파크시설,,
451,렛츠런파크제주 아름다운승마장,제주특별자치도 제주시 애월읍 평화로 2144 ,테마파크시설,,
452,신화워터파크 실내워터파크동,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 ,테마파크시설,,
453,이상한나라의앨리스 서광카트장,제주특별자치도 서귀포시 안덕면 서광리 771,테마파크시설,,
454,선녀와나무꾼 테마공원 추억의영화마을,제주특별자치도 제주시 조천읍 선교로 267 ,테마파크시설,,
455,제주드론파크,제주특별자치도 제주시 조천읍 남조로 2109-36 ,테마파크,,
456,익스트림아일랜드,제주특별자치도 서귀포시 월드컵로 31 서귀포월드컵경기장 내 ,테마파크시설,,
457,아쿠아플라넷제주 오션데크,제주특별자치도 서귀포시 성산읍 고성리 127-1,테마파크시설,,
458,렛츠런파크제주 매직포니,제주특별자치도 제주시 애월읍 유수암리,테마파크시설,,
459,헤이파크,제주특별자치도 제주시 구좌읍 동복리 산 1,테마파크,,
460,스위스스토어,제주특별자치도 제주시 조천읍 함와로 566-27 ,테마파크,3.0점,
461,휘닉스제주 불턱BBQ,제주특별자치도 서귀포시 성산읍 섭지코지로 107 ,테마파크시설,,
462,제주돌문화공원 돌하르방,제주특별자치도 제주시 조천읍 교래리 산 117,테마파크시설,,
463,롯데호텔제주 플레이토피아,제주특별자치도 서귀포시 중문관광로72번길 35 6층 ,테마파크시설,,
464,제주애견공원,제주특별자치도 제주시 애월읍 소길리 195,테마파크,,
465,원앤온리,제주특별자치도 서귀포시 안덕면 산방로 141 원앤온리 ,카페,,09:00 ~ 20:00
466,우무,제주특별자치도 제주시 한림읍 한림로 542-1 가동 1층 ,디저트카페,,09:00 ~ 20:00
467,델문도,제주특별자치도 제주시 조천읍 조함해안로 519-10 1층 ,카페,,07:00 ~ 24:00
468,더클리프,제주특별자치도 서귀포시 중문관광로 154-17 ,카페,,10:00 ~ 01:00
469,카페나모나모,제주특별자치도 제주시 도두봉6길 4 1~4층 ,디저트카페,,08:30 ~ 23:00
470,오르다,제주특별자치도 서귀포시 성산읍 한도로 269-37 ,카페,,09:00 ~ 21:30
471,공백,제주특별자치도 제주시 구좌읍 동복로 83 ,카페,,09:30 ~ 18:30
472,뷰스트,제주특별자치도 서귀포시 안덕면 형제해안로 30 ,카페,,10:00 ~ 21:00
473,베케,제주특별자치도 서귀포시 효돈로 54 ,디저트카페,,10:00 ~ 18:00
474,몽상드애월,제주특별자치도 제주시 애월읍 애월북서길 56-1 ,카페,,11:00 ~ 19:30
475,명월국민학교,제주특별자치도 제주시 한림읍 명월로 48 ,카페,,11:00 ~ 19:00
476,커피템플,제주특별자치도 제주시 영평길 269 1층 ,카페,,09:00 ~ 18:00
477,외도339,제주특별자치도 제주시 일주서로 7345 1층 ,카페,,09:00 ~ 22:00
478,하이엔드제주,제주특별자치도 제주시 애월읍 애월북서길 56 ,디저트카페,,09:00 ~ 22:00
479,카페서연의집,제주특별자치도 서귀포시 남원읍 위미해안로 86 ,카페,,10:00 ~ 19:00
480,라토커피제주,제주특별자치도 제주시 광양10길 20 ,카페,,11:00 ~ 23:00
481,카페라라라,제주특별자치도 제주시 구좌읍 해맞이해안로 1430 1층 ,카페,,10:00 ~ 21:00
482,아줄레주,제주특별자치도 서귀포시 성산읍 신풍하동로19번길 59 나동 ,카페,,11:00 ~ 19:00
483,앤트러사이트 제주한림점,제주특별자치도 제주시 한림읍 한림로 564 ,커피전문점,,09:00 ~ 18:00
484,보롬왓카페,제주특별자치도 서귀포시 표선면 번영로 2350-104 ,카페,,09:00 ~ 18:00
485,섬타르,제주특별자치도 제주시 다랑곶1길 9 ,디저트카페,,10:00 ~ 22:30
486,커피파인더,제주특별자치도 제주시 서광로32길 20 1층 ,커피전문점,,10:00 ~ 22:00
487,꽃이피다앤블라썸,제주특별자치도 서귀포시 남성로 136 1층 ,카페,,08:00 ~ 22:00
488,커피스케치,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-32 ,카페,,10:00 ~ 18:30
489,제주바솔트,제주특별자치도 제주시 가령골3길 6 1층 ,디저트카페,,10:00 ~ 19:00
490,미스틱3도,"제주특별자치도 제주시 1100로 2894-49 1,2층 ",카페,,08:30 ~ 20:00
491,인그리드,제주특별자치도 제주시 서해안로 64 ,카페,,11:00 ~ 18:00
492,클랭블루,제주특별자치도 제주시 한경면 한경해안로 552-22 ,디저트카페,,11:00 ~ 20:00
493,마마롱,제주특별자치도 제주시 애월읍 평화로 2783 ,디저트카페,,
494,블랑로쉐,제주특별자치도 제주시 우도면 우도해안길 783 ,카페,,11:00 ~ 17:00
495,마음에온,제주특별자치도 제주시 칠성로길 29-1 1층 ,디저트카페,,10:00 ~ 20:00
496,마틸다,제주특별자치도 제주시 애월읍 고내1길 33 1층 ,카페,,18:00 ~ 01:00
497,브와두스 베이커리카페 연동점,제주특별자치도 제주시 국기로 35 ,디저트카페,,08:00 ~ 23:00
498,벙커하우스,제주특별자치도 서귀포시 막숙포로41번길 66 1층 ,카페,,09:00 ~ 21:00
499,우무 2호점,제주특별자치도 제주시 관덕로8길 40-1 ,디저트카페,,09:00 ~ 20:00
500,도렐 제주본점,제주특별자치도 서귀포시 성산읍 동류암로 20 플레이스 Love동 1층 ,카페,,08:30 ~ 20:30
501,레이지펌프,제주특별자치도 제주시 애월읍 애월북서길 32 ,카페,,09:00 ~ 20:00
502,비브레이브커피로스터즈,제주특별자치도 서귀포시 서호중앙로 85-13 1층 ,커피전문점,,09:00 ~ 22:00
503,제레미,제주특별자치도 제주시 애월읍 애월로 106-1 ,카페,,
504,썬셋클리프,제주특별자치도 제주시 애월읍 애월로1길 19-8 ,카페,,10:00 ~ 24:00
505,카페한라산,제주특별자치도 제주시 구좌읍 면수1길 48 ,카페,,09:30 ~ 21:00
506,니모메,제주특별자치도 제주시 일주서로 7335-8 ,커피전문점,,10:00 ~ 20:00
507,쪼끌락,제주특별자치도 제주시 구좌읍 김녕로21길 21 ,카페,,10:30 ~ 18:30
508,카페블루 하우스 제주점,제주특별자치도 제주시 노형5길 11 1층 ,카페,,09:00 ~ 19:00
509,미쿠니,제주특별자치도 제주시 서흘길 41 1층 ,카페,,10:00 ~ 22:00
510,쉼표,제주특별자치도 제주시 한림읍 한림로 359 ,카페,,09:30 ~ 21:00
511,당당,제주특별자치도 제주시 애월읍 중엄안1길 25 ,카페,,
512,북촌에가면,제주특별자치도 제주시 조천읍 북촌5길 6 ,카페,,
513,돌카롱 제주공항점,제주특별자치도 제주시 서광로2길 27-2 ,디저트카페,,10:00 ~ 18:00
514,허니문하우스,제주특별자치도 서귀포시 칠십리로 228-13 ,카페,,10:00 ~ 18:30
